easting,northing
335110.7,387433.8
334515.6,387525.3
335554.7,387161.2
336976.3,388425.7
334738.2,386966.7
336811.1,388666.6
336263.8,388909.7
334806.2,388289.8
336235.4,388597.2
337118.2,387987.4
334529.4,387168.3
335056.4,387175.9
334897.5,388095.6
334911.1,387916.1
335352.3,387446.4
335203.4,386357.2
336247.2,388517.1
334829.4,387615.5
334954.0,387722.2
336061.5,389382.7
334877.5,387905.3
336558.7,388421.7
337394.2,388388.8
335158.3,387106.2
334984.3,387775.6
336801.7,388230.8
336801.1,388028.2
336347.4,388648.2
337433.6,387435.6
337172.6,389037.5
336327.2,389161.9
336585.0,386568.5
335462.7,388093.0
335401.4,388631.7
336607.0,388610.8
335637.6,387621.5
336685.3,388723.0
336835.3,387824.0
334740.6,387719.0
335814.6,387292.1
335900.8,387908.3
337064.8,389487.3
336991.9,389222.6
335872.7,388870.4
336632.2,389300.4
334929.5,388100.4
334817.6,387393.8
335176.8,387303.8
335179.4,388555.1
336200.8,388324.3
337017.4,388285.8
335081.7,386992.4
336945.4,388355.6
337298.4,387704.3
336223.7,387374.2
336490.5,388486.4
336940.2,388276.5
335035.6,388383.4
336687.0,389124.7
336901.4,388105.8
335041.8,387548.4
336803.2,387165.9
336051.6,389059.4
336431.6,388622.6
337280.3,388942.9
334951.9,386529.9
336313.8,388342.0
335478.6,387508.4
336945.5,388849.5
336180.7,388335.0
335419.4,387025.8
334906.1,387620.9
336744.9,389131.2
336533.3,386565.0
336297.8,388969.6
336187.7,388531.1
336792.0,389225.2
337083.7,388599.0
337280.8,388530.5
337189.5,386690.3
336735.0,388613.3
336747.9,388789.7
335410.7,387879.5
335441.0,387256.5
334713.4,387282.3
335266.2,387454.0
334580.0,388106.6
334899.4,387208.5
335230.6,387601.4
336719.6,389169.7
337071.7,388569.3
336941.3,388505.9
336211.0,388630.3
337122.8,388740.5
336505.1,388757.7
335268.7,387738.9
336052.1,388900.5
335771.3,389231.7
336315.1,387348.4
337096.7,388177.8
334909.9,387418.3
336274.0,388913.3
334982.4,387320.9
335005.6,388507.0
334654.4,387282.1
336347.4,388820.6
336365.1,387151.9
336729.3,389082.1
335147.3,386984.5
335561.9,387576.0
337102.3,388606.9
336821.4,389148.9
335488.7,387209.9
335436.9,387404.8
335033.8,388050.3
336043.5,388711.1
336951.1,388950.2
337486.0,388613.3
335817.1,387097.9
335888.7,387333.9
336618.7,388175.1
336613.9,388394.5
336486.0,388401.7
337189.7,388713.6
334110.3,387705.0
336701.2,388151.7
336583.2,388709.0
336422.5,388575.9
335222.8,389118.9
334550.5,387827.4
335312.8,388744.0
335567.0,388799.9
334545.5,388677.7
336868.0,389082.3
334749.6,387723.9
335563.5,387215.3
336556.6,388512.0
336980.4,388507.1
334964.1,388325.4
335671.3,389428.7
335075.2,387424.5
335159.3,387687.7
337338.9,388287.3
337361.0,388448.0
335400.3,386989.8
336923.3,388708.5
337151.7,389144.3
334609.3,388194.4
336133.3,388698.4
335204.7,388180.7
335036.1,387425.2
334852.9,387201.9
336887.2,387995.1
336465.9,388657.8
335091.0,388090.2
337420.8,388104.6
336600.6,389182.1
336800.8,388776.5
334827.1,388128.3
336748.5,388533.9
336749.9,388565.7
334649.1,387672.1
335326.2,387414.5
336353.4,388434.5
337056.4,388728.8
337060.5,388158.4
335899.9,387148.6
335556.9,387558.1
336994.7,388616.2
334850.2,387262.4
335406.6,386894.3
336992.2,388448.5
336579.7,388506.3
335468.3,387619.1
335268.6,387049.5
337074.8,388338.1
336102.7,386712.7
335143.5,387574.9
335148.9,387512.0
336727.6,388706.5
336829.9,388563.1
335992.5,387708.3
335497.2,386995.3
336762.8,388786.5
337321.8,387553.4
337248.0,389211.4
337113.9,388476.6
336346.9,388706.7
337097.6,388978.8
335363.0,387481.4
334908.9,389371.7
337167.6,388894.4
335251.0,388290.8
335074.0,386917.2
335071.8,387932.3
336718.7,388592.9
335208.8,387186.6
337372.3,389107.0
336848.7,389027.5
336207.2,387708.4
334758.7,387512.8
336573.4,388954.5
335386.6,387457.9
336163.3,387792.3
335152.5,387231.3
336319.7,388388.8
337299.2,388194.0
335163.7,387126.2
336533.6,388783.3
335308.8,388610.0
335098.4,387302.8
334690.8,387088.6
336918.4,388688.9
335116.1,387536.6
336254.6,387890.3
336796.9,388569.6
335525.2,387115.9
336511.8,388572.8
337105.1,388583.6
335704.9,387342.7
335096.2,389291.8
335308.5,387480.8
335553.8,388129.9
336197.0,386811.8
336777.3,388049.3
335203.6,388154.6
334590.3,387640.0
336898.9,388522.1
337367.5,389091.9
336505.4,387432.4
335390.6,387265.0
335601.5,387626.5
335243.1,386944.4
334884.3,387969.6
335864.1,387979.2
336688.7,389090.1
336843.1,389114.2
335421.6,386926.2
336312.0,387774.1
336691.9,388575.4
336233.0,388317.8
334833.5,387767.9
334739.8,389330.6
336342.4,387536.9
336904.4,388280.5
336945.6,388149.9
335719.8,386890.3
334949.2,387447.6
335948.9,387717.5
335191.9,387819.8
335503.5,387574.1
336575.8,387965.2
335796.1,387385.3
335439.3,387236.8
336365.9,388392.1
334545.7,386976.9
335801.7,388492.7
335000.4,387660.5
335530.0,387413.5
335707.1,387437.3
336453.0,388923.2
334894.1,386507.8
337099.2,388403.5
335187.1,387292.0
336235.4,388775.1
337104.0,388327.0
336385.2,388306.9
336520.1,388421.6
336806.1,388737.2
335846.2,387421.0
336562.5,388429.9
334762.0,387169.9
335539.4,386959.0
336387.8,388589.2
335675.4,387492.8
336476.9,389366.6
335705.6,388704.5
334832.4,388290.2
336608.0,388279.2
335380.1,387554.3
335251.0,386793.8
334924.0,388130.4
335312.6,387218.1
337286.7,388252.2
335075.6,387401.2
335841.5,387040.4
336357.1,386600.0
337017.2,388895.6
336603.1,388708.2
337175.3,388454.8
335196.9,387890.2
335761.5,386954.5
337113.3,388398.1
337858.0,388505.8
335407.4,386583.5
335057.9,386730.3
335172.0,387412.6
334750.8,386559.0
335523.7,387843.2
335476.4,387032.5
336835.9,389104.9
336849.8,388075.4
336853.1,388674.4
336860.2,386604.9
335428.1,387202.9
336488.9,387936.8
335174.9,387751.7
336587.4,388654.0
335168.8,387729.7
336176.4,388495.3
336512.9,389126.3
334827.9,388163.6
336501.9,388556.2
335200.1,387628.9
335574.8,386905.1
336567.3,388711.7
337218.7,388537.9
335815.8,386594.0
335130.4,387284.5
334649.2,387074.0
335680.3,387378.2
336196.6,388444.8
334966.7,387977.1
336518.1,388706.8
336723.0,388386.8
334923.9,388132.2
335421.8,387366.9
335197.6,388440.8
336752.5,388388.8
336320.0,386815.1
334983.0,387156.9
335741.8,387344.9
335397.3,387578.2
336892.4,388646.7
335184.2,387469.2
335010.7,387245.0
334830.2,387385.7
336861.6,387540.3
336809.5,388317.9
335387.8,387169.0
336357.2,388996.6
336829.4,388699.4
335992.9,387290.6
336700.4,389105.2
335236.3,387509.6
334944.7,387932.6
335242.1,387945.0
335777.8,388783.4
336586.3,388641.7
336630.8,388476.2
337193.8,388788.1
335345.8,387300.9
335032.4,386595.7
337461.2,388616.1
336843.8,389193.3
334671.7,387558.4
336460.4,389232.8
336681.3,389037.2
337023.6,388334.6
337119.7,388448.3
336326.0,388334.0
335927.0,388747.2
335466.6,387983.6
336655.8,388033.2
337038.9,388930.5
335149.6,387064.8
336594.2,387337.1
335603.5,387651.1
334781.6,387266.4
334564.2,386946.6
334943.5,387874.2
334888.8,387295.0
335088.0,387413.9
335163.1,387013.5
335339.2,387885.7
336456.1,389087.2
335609.2,387702.4
335632.9,387319.6
336986.6,388856.0
334953.9,387279.5
336594.8,388635.3
337446.1,389178.5
334459.7,386706.3
335497.9,387251.4
334892.2,387299.9
337052.2,388811.7
335295.0,388130.9
336042.1,388183.5
334866.9,387549.3
336592.9,388605.6
336939.8,389289.3
336792.9,388792.8
336939.6,388503.1
335463.9,387749.5
334483.5,387075.6
336753.2,388373.3
336616.5,388887.8
336145.1,388963.1
335403.0,387443.4
336304.6,388961.3
336998.6,388370.6
336509.9,388099.0
335662.0,387566.6
334575.9,387316.9
336580.9,389400.1
334500.3,389125.9
334705.1,388221.7
336843.1,388760.3
336871.7,388674.3
335332.6,388042.0
336656.0,388323.3
334863.6,387160.1
336613.8,389103.0
336445.1,388494.5
335403.7,387361.1
334648.5,387124.9
334524.3,388618.6
336052.5,389092.6
336566.5,388867.6
336476.7,387214.0
336747.0,386878.5
335289.2,388762.8
337273.4,388855.4
335660.9,387497.4
335725.5,387645.2
336174.0,387320.7
336592.2,388721.8
336943.7,388929.1
335632.6,387072.9
335026.7,388817.1
335124.7,387629.6
336837.8,388460.6
336567.5,388654.1
335363.7,388144.7
337053.9,387903.9
336781.1,388751.7
334605.4,388166.1
336722.8,388791.1
336981.8,388840.2
336650.6,388787.9
337235.7,388755.8
336696.0,389088.3
336395.1,388044.5
335356.9,388266.7
337462.7,388628.4
334781.2,387689.1
335062.9,387183.1
336724.8,388345.6
335463.3,386762.4
335712.5,388166.3
337256.3,386521.3
336080.1,389074.9
336985.1,387642.5
336423.7,388481.1
335448.3,387581.1
334686.0,387262.8
335495.3,387672.3
335371.8,387589.0
336022.8,387758.3
334349.5,387903.0
336236.7,388481.2
336789.7,388230.5
336875.8,386510.0
337250.4,388143.1
336698.9,387866.7
337008.7,388410.7
334730.1,388062.4
335073.1,386683.1
336543.7,386673.7
335189.1,387501.2
336739.1,389148.3
336379.3,388359.7
334959.6,387838.3
335420.2,388097.7
334903.6,387844.3
335063.5,387637.3
336656.7,388221.1
336541.8,388750.3
336637.3,388984.7
334681.6,387069.5
336559.3,388062.1
334942.1,386709.9
337309.2,388488.5
335509.7,388343.1
335622.3,387533.0
336637.2,388921.5
334676.8,387416.2
336264.7,388718.4
335188.2,386673.5
336846.4,389154.4
336645.6,388337.8
335722.9,386547.1
335387.9,387893.1
336814.3,389311.3
334908.6,388341.2
336648.5,388399.4
337182.7,389208.2
337058.0,388416.4
336725.0,388326.7
335022.0,387364.6
335263.5,387665.8
335011.4,387242.9
334884.7,387489.6
336768.8,388467.1
336888.0,388391.1
336971.9,388953.5
335197.5,388223.1
336662.2,388355.9
337418.4,388737.1
335511.3,388019.8
334820.6,386992.6
336923.4,387987.6
336599.9,388582.9
337258.8,387966.0
334844.1,387524.5
336745.1,388593.6
336647.3,388836.5
336616.4,388903.6
335252.1,387399.7
336649.8,388765.2
336881.3,388776.8
337350.4,388621.5
336939.4,388972.7
336351.2,388678.2
337490.7,388330.6
334569.8,387675.4
334686.0,387908.5
335911.5,388936.0
336895.6,388549.2
335434.0,388082.0
335246.8,387536.6
335392.6,386672.6
335160.3,387778.7
336764.3,388502.6
336356.2,388384.2
336853.0,388044.6
336003.4,388175.2
336812.4,388396.3
335119.6,387551.6
336657.8,388043.3
336947.7,388660.7
335687.6,387639.0
335304.4,387344.5
337113.9,388899.0
335060.9,386559.2
337165.8,388176.7
336878.9,386872.5
336742.1,389062.2
335178.7,386873.0
334524.3,389161.7
335970.9,388065.8
337022.2,389089.1
335127.0,389380.4
335387.7,388056.6
335388.3,387314.5
337091.4,388825.7
335465.7,386862.0
335810.3,387653.1
334698.7,389255.3
336621.6,388182.3
336522.9,387116.5
336026.7,388794.1
334970.6,387307.9
335060.9,387333.0
335252.1,387537.2
336502.4,388222.7
336080.6,388075.3
336983.0,388843.4
336056.0,388301.2
336704.9,388722.5
336542.2,387936.7
336331.5,388342.8
335769.5,387485.1
335089.5,387645.9
336039.9,387599.6
336408.9,388328.3
334793.2,388009.2
335162.9,386859.4
336238.3,387716.8
336017.1,388274.9
336754.3,389034.8
335283.4,386930.4
336720.8,388665.8
335096.4,387838.8
336834.7,387970.1
334846.8,387280.0
335241.2,386862.7
336259.5,388269.3
337314.1,388381.9
335192.7,387541.4
336224.0,386527.2
336507.8,388235.9
337115.8,387576.7
336725.8,388672.6
336709.1,388384.7
337283.2,388101.3
336793.1,388976.6
335244.8,388025.7
336008.0,388711.6
335426.4,387637.6
335811.9,387199.4
335901.8,388924.4
335774.6,387637.2
336633.4,388903.5
336626.1,388904.7
336306.4,388682.4
336293.6,388363.3
335075.7,387356.0
336218.9,388904.4
336968.2,388689.3
336755.7,387846.6
335079.8,387380.8
335482.6,387586.3
336700.4,388302.8
335542.0,388304.1
337082.3,386949.1
335447.3,386870.6
335267.7,387558.7
337230.7,387601.0
334933.2,387228.0
335274.8,387171.6
336794.7,387431.0
336894.3,388984.9
334904.7,388659.3
334879.3,388547.5
335522.5,387346.8
336107.6,387203.6
335367.3,387303.6
336994.9,389021.2
336843.9,388810.6
337040.0,388503.6
335314.1,387767.2
334917.7,387935.6
335442.6,388122.8
336638.1,387411.9
336493.4,388757.5
336728.0,388576.6
335064.4,387237.4
334900.4,387649.2
336949.9,388566.0
337032.5,388820.0
335190.8,387273.7
337040.8,389618.9
335051.3,386700.4
335096.8,386936.0
336386.8,387866.5
337264.4,388438.9
337202.1,388081.1
336302.6,388693.2
335909.8,387606.5
337201.9,388928.9
336426.4,388523.7
335344.1,387386.7
335137.7,387163.2
336802.7,388364.9
337403.5,387572.2
335895.0,387722.7
337600.8,388254.2
335589.5,387233.0
337232.5,388713.9
337041.8,388666.7
335169.1,387648.6
334898.9,387611.0
336407.6,388763.4
336886.4,388583.3
336852.7,389139.2
336500.0,388775.6
335917.8,388633.0
336213.1,387973.8
336160.1,388766.1
336358.1,387982.1
336401.0,388534.7
335753.6,387654.8
334409.6,388651.9
336641.8,388058.0
334396.4,387467.5
336810.5,388509.6
336741.7,388658.2
336783.9,389225.6
334660.1,388319.6
334524.2,388503.4
334912.9,387461.8
335426.6,387478.7
335318.2,386916.1
334629.8,387882.4
336788.0,388493.3
337054.4,388544.2
334842.4,387696.3
336477.2,388802.9
336784.9,388594.5
336708.2,387867.2
336741.9,388784.3
336696.1,388525.8
337195.1,388271.9
335202.0,387583.9
336843.1,387889.7
335345.4,387437.2
334898.9,386615.7
334996.9,388248.7
335140.6,387498.9
335208.7,387483.1
335218.3,387266.6
336805.3,388611.6
335366.2,387447.0
335512.2,387836.2
335197.6,387964.9
337056.7,386652.5
334871.2,386965.5
335006.8,387400.6
334679.9,387122.1
335656.1,386730.9
336580.3,388890.8
336141.7,388409.7
334641.2,387537.4
336521.7,388507.1
336378.8,389343.0
336866.0,389036.5
335268.0,387481.6
334339.8,387095.8
336549.1,386694.8
336953.7,388271.0
335377.1,387303.1
335462.0,387759.0
334826.2,386900.1
334709.1,389189.5
335915.3,386669.9
336892.6,388071.1
337096.0,388116.2
336847.3,388590.8
336409.5,388546.3
335621.4,387633.4
337085.3,387882.4
336431.3,388435.6
335414.9,387611.1
336664.1,388334.6
335381.2,387070.0
336205.4,388674.8
336344.9,388591.1
336959.1,388969.5
336764.5,387644.6
335316.9,387618.3
336452.9,386708.3
335590.0,387547.6
336665.1,389323.3
335277.6,386913.0
336149.6,388704.6
336968.5,388824.4
335089.3,387390.8
337010.9,389250.2
336966.7,388555.2
335107.3,387750.7
336012.0,388215.4
335350.6,387780.5
336663.4,388236.9
336381.6,386744.5
337473.3,388243.7
336020.1,388844.6
336345.4,388525.7
337284.5,386746.0
336809.6,388052.8
336528.7,388533.4
334745.3,389018.7
335563.2,387519.3
336800.9,388541.1
335812.9,386899.1
335911.5,386758.0
336336.5,388935.2
337219.7,386522.7
335017.2,389098.2
336846.5,386835.9
336661.1,388881.6
335506.0,387949.4
335800.8,387400.0
336456.7,388743.4
335566.3,387759.9
337092.6,388711.2
336369.6,388608.5
336416.5,388018.7
336546.9,388319.7
335099.0,387485.0
336291.0,389064.6
334765.6,389268.7
337462.4,388495.9
335570.4,388109.2
335749.9,387475.0
336666.9,388557.0
337484.1,387124.6
336940.6,389178.6
335400.9,387935.2
336554.2,388373.2
336438.7,388400.2
337188.4,387665.1
334646.0,387586.6
335197.5,387535.0
337061.9,388695.3
335813.9,389031.3
335203.1,387037.5
334900.0,387160.3
336934.9,386986.2
336870.9,386552.3
335586.2,387102.0
336497.6,388685.6
334893.5,388054.6
334996.3,388143.8
334405.2,387482.6
335417.0,388184.1
335214.2,387228.5
335434.5,388193.4
336519.4,387938.4
336807.6,388400.1
336566.3,388431.1
337135.9,387900.5
336607.2,388396.8
335126.2,387927.3
335895.1,386934.4
336410.9,388404.3
336481.7,388509.0
336550.3,388473.1
335554.6,387644.1
334777.9,387447.2
335673.2,386607.1
336452.5,388765.4
335131.0,387984.5
335920.9,387533.8
334704.9,386555.0
336556.5,388443.7
335035.0,386911.4
336566.9,389154.4
336889.5,388323.3
335362.4,388701.6
335053.6,387459.1
336626.4,388762.2
335582.5,387997.1
334737.4,387577.4
336809.0,388464.7
335310.0,387540.1
334475.1,386126.5
334777.2,387038.1
336708.5,388584.9
335343.7,387738.3
336628.8,387609.7
335332.0,388123.4
336449.5,388366.2
334518.7,387690.1
336634.7,388233.6
336655.7,388928.1
336045.1,388153.0
336803.7,389115.6
336647.8,389073.8
337119.0,388358.3
337000.7,388467.3
336849.9,388541.4
334444.6,387566.4
335625.6,387388.3
336464.5,388827.3
335407.5,387695.6
335554.9,388055.3
